Source,Source File,Table,Column,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Precision,Comment,Valid Values,Column Order,Lineage,Gap,Findings 
CMS,ResDAC,bcarrier_claims,ACO_ID_NUM,N/A,Claim Accountable Care Organization (ACO) Identification Number,varchar,,,,,,,,,10,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ALOWCHRG,N/A,NCH Carrier Claim Allowed Charge Amount (sum of all line-level allowed charges),decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ASGMNTCD,N/A,Carrier Claim Provider Assignment Indicator Switch,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,BENE_ID,N/A,Encrypted CCW Beneficiary ID,varchar,,,,,,,,,15,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,BENE_PMT,N/A,NCH Claim Payment Amount to Beneficiary,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CARR_CLM_BLG_NPI_NUM,N/A,Carrier Claim Site of Service NPI Number,varchar,,,,,,,,,10,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CARR_CLM_SOS_NPI_NUM,N/A,Carrier Claim Site of Service NPI Number,varchar,,,,,,,,,10,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CARR_NUM,N/A,Carrier or MAC Number,varchar,,,,,,,,,5,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CCLTRNUM,N/A,Clinical Trial Number,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CLM_BENE_ID_TYPE_CD,N/A,Claim Beneficiary Identifier Type Code (For CMS Internal Use),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CLM_BENE_PD_AMT,N/A,Carrier Claim Beneficiary Paid Amount,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CLM_ID,N/A,Claim ID,varchar,,,,,,,,,15,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CLM_RSDL_PYMT_IND_CD,N/A,Claim Residual Payment Indicator Code,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CLM_TYPE,N/A,NCH Claim Type Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CNTY_CD,N/A,County Code from Claim (SSA),varchar,,,,,,,,,3,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CPO_ORG_NPI_NUM,N/A,CPO Organization NPI Number,varchar,,,,,,,,,10,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,CPO_PRVDR_NUM,N/A,Care Plan Oversight (CPO) Provider Number,varchar,,,,,,,,,12,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,DEDAPPLY,N/A,Carrier Claim Cash Deductible Applied Amount (sum of all line-level deductible amounts),decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,DISP_CD,N/A,Claim Disposition Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,DOB_DT,N/A,Date of Birth from Claim,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ENTRY_CD,N/A,Carrier Claim Entry Code,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,FROM_DT,N/A,Claim From Date,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,GNDR_CD,N/A,Gender Code from Claim,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,HCPCS_YR,N/A,Claim Healthcare Common Procedure Coding System (HCPCS) Year Code,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,HHDC_FILE,N/A,Name of file sent by CMS,varchar,,,,,,,,,100,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,HHDC_REQ,N/A,CMS request number,int,,,,,,,,,,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,HHDC_REQ_YEAR,N/A,CMS request year,varchar,,,,,,,,,4,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD1,N/A,Claim Diagnosis Code I,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD10,N/A,Claim Diagnosis Code X,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD11,N/A,Claim Diagnosis Code XI,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD12,N/A,Claim Diagnosis Code XII,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD2,N/A,Claim Diagnosis Code II,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD3,N/A,Claim Diagnosis Code III,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD4,N/A,Claim Diagnosis Code IV,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD5,N/A,Claim Diagnosis Code V,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD6,N/A,Claim Diagnosis Code VI,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD7,N/A,Claim Diagnosis Code VII,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD8,N/A,Claim Diagnosis Code VIII,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_CD9,N/A,Claim Diagnosis Code IX,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD1,N/A,Claim Diagnosis Code I Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD10,N/A,Claim Diagnosis Code X Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD11,N/A,Claim Diagnosis Code XI Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD12,N/A,Claim Diagnosis Code XII Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD2,N/A,Claim Diagnosis Code II Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD3,N/A,Claim Diagnosis Code III Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD4,N/A,Claim Diagnosis Code IV Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD5,N/A,Claim Diagnosis Code V Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD6,N/A,Claim Diagnosis Code VI Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD7,N/A,Claim Diagnosis Code VII Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD8,N/A,Claim Diagnosis Code VIII Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ICD_DGNS_VRSN_CD9,N/A,Claim Diagnosis Code IX Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,PMT_AMT,N/A,Claim (Medicare) Payment Amount,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,PMTDNLCD,N/A,Carrier Claim Payment Denial Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,PRNCPAL_DGNS_CD,N/A,Claim Principal Diagnosis Code,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,PRNCPAL_DGNS_VRSN_CD,N/A,Claim Principal Diagnosis Version Code,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,PROV_PMT,N/A,NCH Claim Provider Payment Amount,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,PRPAYAMT,N/A,NCH Primary Payer (if not Medicare) Claim Paid Amount,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,PRVDR_VLDTN_TYPE_CD,N/A,Provider Validation Type Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,RACE_CD,N/A,Race Code from Claim,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,RFR_NPI,N/A,Carrier/DMERC Claim Referring Physician NPI Number,varchar,,,,,,,,,12,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,RFR_PRFL,N/A,Carrier Claim Referring Provider ID Number (PIN),varchar,,,,,,,,,14,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,RFR_UPIN,N/A,Carrier/DMERC Claim Referring Physician UPIN Number,varchar,,,,,,,,,12,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,RIC_CD,N/A,NCH Near Line Record Identification Code (RIC),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,SBMTCHRG,N/A,NCH Carrier Claim Submitted Charge Amount (sum of all line-level submitted charges),decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,STATE_CD,N/A,Beneficiary Residence (SSA) State Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,THRU_DT,N/A,Claim Through Date,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,WKLY_DT,N/A,NCH Weekly Claim Processing Date,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_claims,ZIP_CD,N/A,ZIP Code of Residence from Claim,varchar,,,,,,,,,9,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_demo_codes,BENE_ID,N/A,Encrypted CCW Beneficiary ID,varchar,,,,,,,,,15,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_demo_codes,CLM_ID,N/A,Claim ID,varchar,,,,,,,,,15,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_demo_codes,CLM_TYPE,N/A,NCH Claim Type Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_demo_codes,DEMO_ID_NUM,N/A,Demonstration number,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_demo_codes,DEMO_ID_SQNC_NUM,N/A,Demonstration sequence number,decimal,,,,,,,,,3,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_demo_codes,DEMO_INFO_TXT,N/A,Demo information text,varchar,,,,,,,,,15,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_demo_codes,HHDC_FILE,N/A,Name of file sent by CMS,varchar,,,,,,,,,100,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_demo_codes,HHDC_REQ,N/A,CMS request number,int,,,,,,,,,,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_demo_codes,HHDC_REQ_YEAR,N/A,CMS request year,varchar,,,,,,,,,4,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,ASTNT_CD,N/A,Carrier Line Reduced Payment Physician Assistant Code,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,BENE_ID,N/A,Encrypted CCW Beneficiary ID,varchar,,,,,,,,,15,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,BETOS,N/A,Line Berenson-Eggers Type of Service (BETOS) Code,varchar,,,,,,,,,3,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CARR_LINE_ANSTHSA_UNIT_CNT,N/A,Carrier Line Anesthesia Unit Count,decimal,,,,,,,,,11,,3,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CARR_LINE_CL_CHRG_AMT,N/A,Carrier Line Clinical Lab Charge Amount,varchar,,,,,,,,,12,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CARR_LINE_CLIA_LAB_NUM,N/A,Clinical Laboratory Improvement Amendments (CLIA) monitored laboratory number,varchar,,,,,,,,,10,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CARR_LINE_MDPP_NPI_NUM,N/A,Carrier Line Medicare Diabetes Prevention Program (MDPP) NPI Number,varchar,,,,,,,,,10,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CARRXNUM,N/A,Carrier Line RX Number,varchar,,,,,,,,,30,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CLM_ID,N/A,Claim ID,varchar,,,,,,,,,15,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CLM_NEXT_GNRTN_ACO_IND_CD1,N/A,Claim Next Generation (NG) Accountable Care Organization (ACO) Indicator Code - Population based payments (PBP),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CLM_NEXT_GNRTN_ACO_IND_CD2,N/A,Claim Next Generation (NG) Accountable Care Organization (ACO) Indicator Code - Telehealth,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CLM_NEXT_GNRTN_ACO_IND_CD3,N/A,Claim Next Generation (NG) Accountable Care Organization (ACO) Indicator Code - Post Discharge HH visits,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CLM_NEXT_GNRTN_ACO_IND_CD4,N/A,Claim Next Generation (NG) Accountable Care Organization (ACO) Indicator Code - 3 day SNF waiver,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CLM_NEXT_GNRTN_ACO_IND_CD5,N/A,Claim Next Generation (NG) Accountable Care Organization (ACO) Indicator Code - Capitation,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,CLM_TYPE,N/A,NCH Claim Type Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,COINAMT,N/A,Line Beneficiary Coinsurance Amount,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,DED_SW,N/A,Line Service Deductible Indicator Switch,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,EXPNSDT1,N/A,Line First Expense Date,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,EXPNSDT2,N/A,Line Last Expense Date,varchar,,,,,,,,,8,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,HCFASPCL,N/A,Line CMS Provider Specialty Code,varchar,,,,,,,,,3,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,HCPCS_CD,N/A,Healthcare Common Procedure Coding System (HCPCS) Code,varchar,,,,,,,,,5,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,HCTHGBRS,N/A,Hematocrit / Hemoglobin Test Results,decimal,,,,,,,,,4,,1,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,HCTHGBTP,N/A,Hematocrit / Hemoglobin Test Type Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,HHDC_FILE,N/A,Name of file sent by CMS,varchar,,,,,,,,,100,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,HHDC_REQ,N/A,CMS request number,int,,,,,,,,,,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,HHDC_REQ_YEAR,N/A,CMS request year,varchar,,,,,,,,,4,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,HPSASCCD,N/A,Carrier Line Health Professional Shortage Area (HPSA) / Scarcity Indicator Code,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LALOWCHG,N/A,Line Allowed Charge Amount,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LBENPMT,N/A,Line Payment Amount to Beneficiary,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LCLTY_CD,N/A,Carrier Line Pricing Locality Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LDEDAMT,N/A,Line Beneficiary Part B Deductible Amount,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_ICD_DGNS_CD,N/A,Line Diagnosis Code,varchar,,,,,,,,,7,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_ICD_DGNS_VRSN_CD,N/A,Line Diagnosis Code Diagnosis Version Code (ICD-9 or ICD-10),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_NUM,N/A,Claim Line Number,decimal,,,,,,,,,13,,0,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_AMT1,N/A,Line Other Applied Amount for 1st Code,varchar,,,,,,,,,12,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_AMT2,N/A,Line Other Applied Amount for 2nd Code,varchar,,,,,,,,,12,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_AMT3,N/A,Line Other Applied Amount for 3rd Code,varchar,,,,,,,,,12,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_AMT4,N/A,Line Other Applied Amount for 4th Code,varchar,,,,,,,,,12,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_AMT5,N/A,Line Other Applied Amount for 5th Code,varchar,,,,,,,,,12,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_AMT6,N/A,Line Other Applied Amount for 6th Code,varchar,,,,,,,,,12,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_AMT7,N/A,Line Other Applied Amount for 7th Code,varchar,,,,,,,,,12,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_IND_CD1,N/A,Line Other Applied Indicator 1st Code ,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_IND_CD2,N/A,Line Other Applied Indicator 2nd Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_IND_CD3,N/A,Line Other Applied Indicator 3rd Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_IND_CD4,N/A,Line Other Applied Indicator 4th Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_IND_CD5,N/A,Line Other Applied Indicator 5th Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_IND_CD6,N/A,Line Other Applied Indicator 6th Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_OTHR_APLD_IND_CD7,N/A,Line Other Applied Indicator 7th Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_PRVDR_VLDTN_TYPE_CD,N/A,Line Provider Validation Type Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_RP_IND_CD,N/A,Line Representative Payee (RP) Indicator Code,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_RSDL_PYMT_IND_CD,N/A,Line Residual Payment Indicator Code,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINE_VLNTRY_SRVC_IND_CD,N/A,Line Voluntary Service Indicator Code,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LINEPMT,N/A,Line NCH Medicare Payment Amount,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LNNDCCD,N/A,Line National Drug Code (NDC),varchar,,,,,,,,,11,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LPRPAYCD,N/A,Line Primary Payer Code (if not Medicare),varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LPRPDAMT,N/A,Line Primary Payer (if not Medicare) Paid Amount,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LPRVPMT,N/A,Line Provider Payment Amount,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,LSBMTCHG,N/A,Line Submitted Charge Amount,decimal,,,,,,,,,12,,2,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,MDFR_CD1,N/A,HCPCS Initial Modifier Code,varchar,,,,,,,,,5,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,MDFR_CD2,N/A,HCPCS Second Modifier Code,varchar,,,,,,,,,5,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,MTUS_CNT,N/A,Carrier Line Miles/Time/Units/Services (MTUS) Count ,decimal,,,,,,,,,11,,3,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,MTUS_IND,N/A,Carrier Line Miles/Time/Units/Services (MTUS) Indicator Code,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,PHYSN_ZIP_CD,N/A,Line Place of Service (POS) Physician Zip Code,varchar,,,,,,,,,15,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,PLCSRVC,N/A,Line Place of Service Code,varchar,,,,,,,,,2,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
CMS,ResDAC,bcarrier_line,PMTINDSW,N/A,Line Payment 80% / 100% Code,varchar,,,,,,,,,1,,,,,,,N,HAP_UH - CMS ResDAC ICD Document
