DD V2.4.0 - Data Element,,,,,,,,,,,
ACTION CODE,"NEW
 ROW
 NBR",DE NO,DE NO EXTENDED,"DATA 
ELEMENT
 NAME
 COMPUTING","DATA 
ELEMENT
NAME TEXT",DATA ELEMENT LEVEL NECESSITY,DEFINITION,CODING REQUIREMENT,"LAST 
UPDATE
 DATE",FILENAME,"FILE SEGMENT NAME
WITH RECORD ID 
COMPUTING"
A2,1278,CLT034,CLT.002.034,DIAGNOSIS-POA-FLAG-2,Diagnosis POA Flag 2 ,Conditional,"A code to identify conditions that are present at the time the order for inpatient admission occurs; conditions that develop during an outpatient encounter, including emergency department, observation, or outpatient surgery.
POA indicator is used to identify certain preventable conditions that are: (a) high cost or high volume or both, (b) result in the assignment of a case to a Diagnosis Related Group (DRG)* that has a higher payment when present as a secondary diagnosis, and (c) could reasonably 
have been prevented through the application of evidence-based guidelines.
*States that do not use the grouper methodology may use CMS-approved methodology that is prospective in nature.
Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, where n can be any integer greater than or equal to 1.",Value must be in Diagnosis POA Flag List (VVL),2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1279,CLT034,CLT.002.034,DIAGNOSIS-POA-FLAG-2,Diagnosis POA Flag 2 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1280,CLT034,CLT.002.034,DIAGNOSIS-POA-FLAG-2,Diagnosis POA Flag 2 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1281,CLT035,CLT.002.035,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Conditional,"ICD-9 or ICD-10 diagnosis codes used as a tool to group and identify diseases, disorders, symptoms, poisonings, 
adverse effects of drugs and chemicals, injuries and other reasons for patient encounters. Diagnosis codes should be 
passed through to T-MSIS exactly as they were submitted by the provider on their claim (with the exception of removing 
the decimal). For example:  210.5 is coded as ""2105"".","When populated, a Diagnosis Code Flag is required",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1282,CLT035,CLT.002.035,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""1"" (ICD-9), then value must be in  ICD-9 Diagnosis Codes List (VVL)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1283,CLT035,CLT.002.035,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), then value must be in  ICD-10 Diagnosis Codes List (VVL)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1284,CLT035,CLT.002.035,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,Value must be a minimum of 3 characters,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1285,CLT035,CLT.002.035,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,Value must not contain a decimal point,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1286,CLT035,CLT.002.035,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is '""1"" (ICD-9), value must not exceed 5 characters",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1287,CLT035,CLT.002.035,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), value must not exceed 7 characters",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1288,CLT035,CLT.002.035,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,"When there is more than one diagnosis code on a claim, each value must be unique",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1289,CLT035,CLT.002.035,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1290,CLT035,CLT.002.035,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,Value must not be populated when Diagnosis Code 2 (CLT.002.032)  is not populated,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1291,CLT036,CLT.002.036,DIAGNOSIS-CODE-FLAG-3,Diagnosis Code Flag 3 ,Conditional,"Flag used to identify if associated Diagnosis Code field is reported with ICD-9 or ICD-10 code.  Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, 
where n can be any integer greater than or equal to 1.",Value must be in Diagnosis Code Flag List (VVL),2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1292,CLT036,CLT.002.036,DIAGNOSIS-CODE-FLAG-3,Diagnosis Code Flag 3 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1293,CLT036,CLT.002.036,DIAGNOSIS-CODE-FLAG-3,Diagnosis Code Flag 3 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1294,CLT036,CLT.002.036,DIAGNOSIS-CODE-FLAG-3,Diagnosis Code Flag 3 ,Not Applicable,Not Applicable,"Value should not be populated, if the associated diagnosis code is not populated",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1295,CLT037,CLT.002.037,DIAGNOSIS-POA-FLAG-3,Diagnosis POA Flag 3 ,Conditional,"A code to identify conditions that are present at the time the order for inpatient admission occurs; conditions that develop during an outpatient encounter, including emergency department, observation, or outpatient surgery.
POA indicator is used to identify certain preventable conditions that are: (a) high cost or high volume or both, (b) result in the assignment of a case to a Diagnosis Related Group (DRG)* that has a higher payment when present as a secondary diagnosis, and (c) could reasonably 
have been prevented through the application of evidence-based guidelines.
*States that do not use the grouper methodology may use CMS-approved methodology that is prospective in nature.
Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, where n can be any integer greater than or equal to 1.",Value must be in Diagnosis POA Flag List (VVL),2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1296,CLT037,CLT.002.037,DIAGNOSIS-POA-FLAG-3,Diagnosis POA Flag 3 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1297,CLT037,CLT.002.037,DIAGNOSIS-POA-FLAG-3,Diagnosis POA Flag 3 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1298,CLT038,CLT.002.038,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Conditional,"ICD-9 or ICD-10 diagnosis codes used as a tool to group and identify diseases, disorders, symptoms, poisonings, 
adverse effects of drugs and chemicals, injuries and other reasons for patient encounters. Diagnosis codes should be 
passed through to T-MSIS exactly as they were submitted by the provider on their claim (with the exception of removing 
the decimal). For example:  210.5 is coded as ""2105"".","When populated, a Diagnosis Code Flag is required",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1299,CLT038,CLT.002.038,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""1"" (ICD-9), then value must be in  ICD-9 Diagnosis Codes List (VVL)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1300,CLT038,CLT.002.038,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), then value must be in  ICD-10 Diagnosis Codes List (VVL)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1301,CLT038,CLT.002.038,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,Value must be a minimum of 3 characters,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1302,CLT038,CLT.002.038,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,Value must not contain a decimal point,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1303,CLT038,CLT.002.038,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is '""1"" (ICD-9), value must not exceed 5 characters",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1304,CLT038,CLT.002.038,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), value must not exceed 7 characters",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1305,CLT038,CLT.002.038,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,"When there is more than one diagnosis code on a claim, each value must be unique",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1306,CLT038,CLT.002.038,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1307,CLT038,CLT.002.038,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,Value must not be populated when Diagnosis Code 3 (CLT.002.035) is not populated,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1308,CLT039,CLT.002.039,DIAGNOSIS-CODE-FLAG-4,Diagnosis Code Flag 4 ,Conditional,"Flag used to identify if associated Diagnosis Code field is reported with ICD-9 or ICD-10 code.  Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, 
where n can be any integer greater than or equal to 1.",Value must be in Diagnosis Code Flag List (VVL),2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1309,CLT039,CLT.002.039,DIAGNOSIS-CODE-FLAG-4,Diagnosis Code Flag 4 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1310,CLT039,CLT.002.039,DIAGNOSIS-CODE-FLAG-4,Diagnosis Code Flag 4 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1311,CLT039,CLT.002.039,DIAGNOSIS-CODE-FLAG-4,Diagnosis Code Flag 4 ,Not Applicable,Not Applicable,"Value should not be populated, if the associated diagnosis code is not populated",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1312,CLT040,CLT.002.040,DIAGNOSIS-POA-FLAG-4,Diagnosis POA Flag 4 ,Conditional,"A code to identify conditions that are present at the time the order for inpatient admission occurs; conditions that develop during an outpatient encounter, including emergency department, observation, or outpatient surgery.
POA indicator is used to identify certain preventable conditions that are: (a) high cost or high volume or both, (b) result in the assignment of a case to a Diagnosis Related Group (DRG)* that has a higher payment when present as a secondary diagnosis, and (c) could reasonably 
have been prevented through the application of evidence-based guidelines.
*States that do not use the grouper methodology may use CMS-approved methodology that is prospective in nature.
Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, where n can be any integer greater than or equal to 1.",Value must be in Diagnosis POA Flag List (VVL),2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1313,CLT040,CLT.002.040,DIAGNOSIS-POA-FLAG-4,Diagnosis POA Flag 4 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1314,CLT040,CLT.002.040,DIAGNOSIS-POA-FLAG-4,Diagnosis POA Flag 4 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1315,CLT041,CLT.002.041,DIAGNOSIS-CODE-5,Diagnosis Code 5 ,Conditional,"ICD-9 or ICD-10 diagnosis codes used as a tool to group and identify diseases, disorders, symptoms, poisonings, 
adverse effects of drugs and chemicals, injuries and other reasons for patient encounters. Diagnosis codes should be 
passed through to T-MSIS exactly as they were submitted by the provider on their claim (with the exception of removing 
the decimal). For example:  210.5 is coded as ""2105"".","When populated, a Diagnosis Code Flag is required",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1316,CLT041,CLT.002.041,DIAGNOSIS-CODE-5,Diagnosis Code 5 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""1"" (ICD-9), then value must be in  ICD-9 Diagnosis Codes List (VVL)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1317,CLT041,CLT.002.041,DIAGNOSIS-CODE-5,Diagnosis Code 5 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), then value must be in  ICD-10 Diagnosis Codes List (VVL)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1318,CLT041,CLT.002.041,DIAGNOSIS-CODE-5,Diagnosis Code 5 ,Not Applicable,Not Applicable,Value must be a minimum of 3 characters,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1319,CLT041,CLT.002.041,DIAGNOSIS-CODE-5,Diagnosis Code 5 ,Not Applicable,Not Applicable,Value must not contain a decimal point,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1320,CLT041,CLT.002.041,DIAGNOSIS-CODE-5,Diagnosis Code 5 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is '""1"" (ICD-9), value must not exceed 5 characters",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1321,CLT041,CLT.002.041,DIAGNOSIS-CODE-5,Diagnosis Code 5 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), value must not exceed 7 characters",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1322,CLT041,CLT.002.041,DIAGNOSIS-CODE-5,Diagnosis Code 5 ,Not Applicable,Not Applicable,"When there is more than one diagnosis code on a claim, each value must be unique",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1323,CLT041,CLT.002.041,DIAGNOSIS-CODE-5,Diagnosis Code 5 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1324,CLT041,CLT.002.041,DIAGNOSIS-CODE-5,Diagnosis Code 5 ,Not Applicable,Not Applicable,Value must not be populated when Diagnosis Code 4 (CLT.002.038) is not populated,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1325,CLT042,CLT.002.042,DIAGNOSIS-CODE-FLAG-5,Diagnosis Code Flag 5 ,Conditional,"Flag used to identify if associated Diagnosis Code field is reported with ICD-9 or ICD-10 code.  Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, 
where n can be any integer greater than or equal to 1.",Value must be in Diagnosis Code Flag List (VVL),2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1326,CLT042,CLT.002.042,DIAGNOSIS-CODE-FLAG-5,Diagnosis Code Flag 5 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1327,CLT042,CLT.002.042,DIAGNOSIS-CODE-FLAG-5,Diagnosis Code Flag 5 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1328,CLT042,CLT.002.042,DIAGNOSIS-CODE-FLAG-5,Diagnosis Code Flag 5 ,Not Applicable,Not Applicable,"Value should not be populated, if the associated diagnosis code is not populated",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1329,CLT043,CLT.002.043,DIAGNOSIS-POA-FLAG-5,Diagnosis POA Flag 5 ,Conditional,"A code to identify conditions that are present at the time the order for inpatient admission occurs; conditions that develop during an outpatient encounter, including emergency department, observation, or outpatient surgery.
POA indicator is used to identify certain preventable conditions that are: (a) high cost or high volume or both, (b) result in the assignment of a case to a Diagnosis Related Group (DRG)* that has a higher payment when present as a secondary diagnosis, and (c) could reasonably 
have been prevented through the application of evidence-based guidelines.
*States that do not use the grouper methodology may use CMS-approved methodology that is prospective in nature.
Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, where n can be any integer greater than or equal to 1.",Value must be in Diagnosis POA Flag List (VVL),2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1330,CLT043,CLT.002.043,DIAGNOSIS-POA-FLAG-5,Diagnosis POA Flag 5 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1331,CLT043,CLT.002.043,DIAGNOSIS-POA-FLAG-5,Diagnosis POA Flag 5 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1332,CLT044,CLT.002.044,ADMISSION-DATE,Admission Date ,Mandatory,The date on which the recipient was admitted to a psychiatric or long-term care facility.,"Value must be 8 characters in the form ""CCYYMMDD""",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1333,CLT044,CLT.002.044,ADMISSION-DATE,Admission Date ,Not Applicable,Not Applicable,"The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1334,CLT044,CLT.002.044,ADMISSION-DATE,Admission Date ,Not Applicable,Not Applicable,Value must be less than or equal to associated Discharge Date value in the claim header.,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1335,CLT044,CLT.002.044,ADMISSION-DATE,Admission Date ,Not Applicable,Not Applicable,Value must be greater than or equal to associated eligible Date of Birth value.,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1336,CLT044,CLT.002.044,ADMISSION-DATE,Admission Date ,Not Applicable,Not Applicable,Value must be less than or equal to associated eligible Date of Death value.,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1337,CLT044,CLT.002.044,ADMISSION-DATE,Admission Date ,Not Applicable,Not Applicable,Mandatory,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1338,CLT044,CLT.002.044,ADMISSION-DATE,Admission Date ,Not Applicable,Not Applicable,"When associated Type of Claim (CLT.002.052) is not '2','B' or 'V' (capitated payment) value must be before Adjudication Date (CLT.002.050)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1339,CLT044,CLT.002.044,ADMISSION-DATE,Admission Date ,Not Applicable,Not Applicable,"When associated Type of Claim (CLT.002.052) is not '2','B' or 'V' (capitated payment) and Type of Service (CLT.003.211) is not '119, '120', '121', 122' value must be before Adjudication Date (CLT.003.233)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1340,CLT045,CLT.002.045,ADMISSION-HOUR,Admission Hour ,Conditional,The time of admission to a psychiatric or long-term care facility.,Value must be in Hour List (VVL),2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1341,CLT045,CLT.002.045,ADMISSION-HOUR,Admission Hour ,Not Applicable,Not Applicable,Value must be 2 characters,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1342,CLT045,CLT.002.045,ADMISSION-HOUR,Admission Hour ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1343,CLT046,CLT.002.046,DISCHARGE-DATE,Discharge Date ,Conditional,The date on which the recipient was discharged from a psychiatric or long-term care facility.,"Value must be 8 characters in the form ""CCYYMMDD""",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1344,CLT046,CLT.002.046,DISCHARGE-DATE,Discharge Date ,Not Applicable,Not Applicable,"The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1345,CLT046,CLT.002.046,DISCHARGE-DATE,Discharge Date ,Not Applicable,Not Applicable,Value must be less than or equal to associated Adjudication Date value.,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1346,CLT046,CLT.002.046,DISCHARGE-DATE,Discharge Date ,Not Applicable,Not Applicable,Value must be greater than or equal to associated Admission Date value.,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1347,CLT046,CLT.002.046,DISCHARGE-DATE,Discharge Date ,Not Applicable,Not Applicable,Value must be greater than or equal to associated eligible Date of Birth value.,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1348,CLT046,CLT.002.046,DISCHARGE-DATE,Discharge Date ,Not Applicable,Not Applicable,Value must be less than or equal to associated eligible Date of Death value.,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1349,CLT046,CLT.002.046,DISCHARGE-DATE,Discharge Date ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C1,1350,CLT047,CLT.002.047,DISCHARGE-HOUR,Discharge Hour ,Conditional,The time of discharge from a psychiatric or long-term care facility.,Value must be in Hour List (VVL),2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1351,CLT047,CLT.002.047,DISCHARGE-HOUR,Discharge Hour ,Not Applicable,Not Applicable,Value must be 2 characters,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1352,CLT047,CLT.002.047,DISCHARGE-HOUR,Discharge Hour ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1353,CLT047,CLT.002.047,DISCHARGE-HOUR,Discharge Hour ,Not Applicable,Not Applicable,"When populated, Discharge Date (CLT.002.046) must be populated",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1354,CLT048,CLT.002.048,BEGINNING-DATE-OF-SERVICE,Beginning Date of Service ,Mandatory,"For services received during a single encounter with a provider, the date the service covered by this claim was received. For services involving multiple encounters on different days, or periods of care extending over two or more days, this would be the date on which the service covered by this claim began. For capitation premium payments, the date on which the period of coverage related to this payment began. For financial transactions reported to the OT file, populate with the first day of the time period covered by this financial transaction.","Value must be 8 characters in the form ""CCYYMMDD""",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1355,CLT048,CLT.002.048,BEGINNING-DATE-OF-SERVICE,Beginning Date of Service ,Not Applicable,Not Applicable,"The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1356,CLT048,CLT.002.048,BEGINNING-DATE-OF-SERVICE,Beginning Date of Service ,Not Applicable,Not Applicable,"When Type of Claim is not in ['2', '4', 'B', 'D', 'V'] value must be less than or equal to associated End of Time Period value",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1357,CLT048,CLT.002.048,BEGINNING-DATE-OF-SERVICE,Beginning Date of Service ,Not Applicable,Not Applicable,Value must be less than or equal to associated Ending Date of Service value,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1358,CLT048,CLT.002.048,BEGINNING-DATE-OF-SERVICE,Beginning Date of Service ,Not Applicable,Not Applicable,"When Type of Claim is not in ['2', '4', 'B', 'D', 'V'] value must be less than or equal to associated Adjudication Date value",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1359,CLT048,CLT.002.048,BEGINNING-DATE-OF-SERVICE,Beginning Date of Service ,Not Applicable,Not Applicable,Value must be less than or equal to associated Date of Death (ELG.002.025) value when populated,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1360,CLT048,CLT.002.048,BEGINNING-DATE-OF-SERVICE,Beginning Date of Service ,Not Applicable,Not Applicable,Value must be less than or equal to at least one of the eligible's Enrollment End Date (ELG.021.254) values,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1361,CLT048,CLT.002.048,BEGINNING-DATE-OF-SERVICE,Beginning Date of Service ,Not Applicable,Not Applicable,Mandatory,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1362,CLT049,CLT.002.049,ENDING-DATE-OF-SERVICE,Ending Date of Service ,Mandatory,"For services received during a single encounter with a provider, the date the service covered by this claim was received. For services involving multiple encounters on different days, or periods of care extending over two or more days, the date on which the service covered by this 
claim ended. For capitation premium payments, the date on which the period of coverage related to this payment ends/ended.  For financial transactions reported to the OT file, populate with the first day of the time period covered by this financial transaction.","Value must be 8 characters in the form ""CCYYMMDD""",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1363,CLT049,CLT.002.049,ENDING-DATE-OF-SERVICE,Ending Date of Service ,Not Applicable,Not Applicable,"The date must be a valid calendar date (i.e. Feb 29th only on the leap year,  never April 31st or Sept 31st)",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
C2,1364,CLT049,CLT.002.049,ENDING-DATE-OF-SERVICE,Ending Date of Service ,Not Applicable,Not Applicable,"When Type of Claim is not in ['2', '4', 'B', 'D', 'V'] value must be less than or equal to associated End of Time Period value",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
A2,1365,CLT049,CLT.002.049,ENDING-DATE-OF-SERVICE,Ending Date of Service ,Not Applicable,Not Applicable,Value must be greater than or equal to associated Beginning Date of Service value,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1366,CLT049,CLT.002.049,ENDING-DATE-OF-SERVICE,Ending Date of Service ,Not Applicable,Not Applicable,"When Type of Claim is not in ['2', '4', 'B', 'D', 'V'] value must be less than or equal to associated Adjudication Date value",2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
X1,1367,CLT049,CLT.002.049,ENDING-DATE-OF-SERVICE,Ending Date of Service ,Not Applicable,Not Applicable,Value must be less than or equal to associated Date of Death (ELG.002.025) value when populated,2/12/2021,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
